x-axis,1,2
second,Volt,Volt
-50.04000E-03,,
-49.99000E-03,-690.66582E-03,-132.90201E-03
-49.94000E-03,-598.95728E-03,-131.14321E-03
-49.89000E-03,-600.21356E-03,-132.90201E-03
-49.84000E-03,-600.21356E-03,-131.14321E-03
-49.79000E-03,-570.06281E-03,-132.90201E-03
-49.74000E-03,-578.85678E-03,-131.14321E-03
-49.69000E-03,-568.80653E-03,-131.14321E-03
-49.64000E-03,-558.75628E-03,-131.14321E-03
-49.59000E-03,-548.70603E-03,-128.88191E-03
-49.54000E-03,-519.81155E-03,-131.14321E-03
-49.49000E-03,-519.81155E-03,-131.14321E-03
-49.44000E-03,-499.71105E-03,-131.14321E-03
-49.39000E-03,-508.50502E-03,-128.88191E-03
-49.34000E-03,-499.71105E-03,-127.12311E-03
-49.29000E-03,-488.40452E-03,-127.12311E-03
-49.24000E-03,-479.61055E-03,-127.12311E-03
-49.19000E-03,-469.56030E-03,-127.12311E-03
-49.14000E-03,-478.35427E-03,-127.12311E-03
-49.09000E-03,-459.51005E-03,-127.12311E-03
-49.04000E-03,-439.40954E-03,-127.12311E-03
-48.99000E-03,-439.40954E-03,-125.11306E-03
-48.94000E-03,-438.15326E-03,-127.12311E-03
-48.89000E-03,-428.10301E-03,-124.86181E-03
-48.84000E-03,-399.20854E-03,-123.10301E-03
-48.79000E-03,-419.30904E-03,-123.10301E-03
-48.74000E-03,-399.20854E-03,-123.10301E-03
-48.69000E-03,-399.20854E-03,-120.84171E-03
-48.64000E-03,-397.95226E-03,-123.10301E-03
-48.59000E-03,-379.10804E-03,-121.09296E-03
-48.54000E-03,-359.00754E-03,-119.08291E-03
-48.49000E-03,-367.80151E-03,-119.08291E-03
-48.44000E-03,-359.00754E-03,-123.10301E-03
-48.39000E-03,-348.95728E-03,-119.08291E-03
-48.34000E-03,-338.90703E-03,-122.85176E-03
-48.29000E-03,-328.85678E-03,-119.08291E-03
-48.24000E-03,-318.80653E-03,-118.83166E-03
-48.19000E-03,-318.80653E-03,-119.08291E-03
-48.14000E-03,-317.55025E-03,-115.06281E-03
-48.09000E-03,-307.50000E-03,-119.08291E-03
-48.04000E-03,-298.70603E-03,-115.06281E-03
-47.99000E-03,-298.70603E-03,-115.06281E-03
-47.94000E-03,-277.34924E-03,-115.06281E-03
-47.89000E-03,-278.60553E-03,-112.80151E-03
-47.84000E-03,-278.60553E-03,-115.06281E-03
-47.79000E-03,-268.55528E-03,-112.80151E-03
-47.74000E-03,-258.50502E-03,-115.06281E-03
