x-axis,1,2
second,Volt,Volt
+3.120000E-03,+14.411181032E+00,+125.627E-06
+3.122500E-03,+14.549371988E+00,+7.663316E-03
+3.125000E-03,+14.473995103E+00,-25.000000E-03
+3.127500E-03,+14.511683545E+00,-25.000000E-03
+3.130000E-03,+14.473995103E+00,-37.562814E-03
+3.132500E-03,+14.549371988E+00,-57.663317E-03
+3.135000E-03,+14.675000129E+00,-25.000000E-03
+3.137500E-03,+14.373492589E+00,-65.201005E-03
+3.140000E-03,+14.549371988E+00,-65.201005E-03
+3.142500E-03,+14.348366961E+00,-70.226131E-03
+3.145000E-03,+14.473995103E+00,-65.201005E-03
+3.147500E-03,+14.511683545E+00,-77.763819E-03
+3.150000E-03,+14.549371988E+00,-105.402010E-03
+3.152500E-03,+14.348366961E+00,-130.527637E-03
+3.155000E-03,+14.549371988E+00,-145.603014E-03
+3.157500E-03,+14.549371988E+00,-150.628140E-03
+3.160000E-03,+14.348366961E+00,-170.728642E-03
+3.162500E-03,+14.549371988E+00,-150.628140E-03
+3.165000E-03,+14.473995103E+00,-198.366833E-03
+3.167500E-03,+14.511683545E+00,-185.804019E-03
+3.170000E-03,+14.348366961E+00,-185.804019E-03
+3.172500E-03,+14.373492589E+00,-185.804019E-03
+3.175000E-03,+14.411181032E+00,-198.366833E-03
+3.177500E-03,+14.511683545E+00,-226.005023E-03
+3.180000E-03,+14.348366961E+00,-226.005023E-03
+3.182500E-03,+14.373492589E+00,-231.030149E-03
+3.185000E-03,+14.549371988E+00,-266.206028E-03
+3.187500E-03,+14.549371988E+00,-266.206028E-03
+3.190000E-03,+14.348366961E+00,-266.206028E-03
+3.192500E-03,+14.549371988E+00,-271.231154E-03
+3.195000E-03,+14.549371988E+00,-306.407033E-03
+3.197500E-03,+14.348366961E+00,-306.407033E-03
+3.200000E-03,+14.473995103E+00,-306.407033E-03
+3.202500E-03,+14.511683545E+00,-311.432158E-03
+3.205000E-03,+14.473995103E+00,-346.608037E-03
+3.207500E-03,+14.373492589E+00,-346.608037E-03
+3.210000E-03,+14.411181032E+00,-359.170851E-03
+3.212500E-03,+14.373492589E+00,-386.809042E-03
+3.215000E-03,+14.348366961E+00,-359.170851E-03
+3.217500E-03,+14.511683545E+00,-351.633163E-03
+3.220000E-03,+14.473995103E+00,-427.010046E-03
+3.222500E-03,+14.348366961E+00,-427.010046E-03
+3.225000E-03,+14.411181032E+00,-399.371856E-03
+3.227500E-03,+14.373492589E+00,-427.010046E-03
+3.230000E-03,+14.348366961E+00,-427.010046E-03
