x-axis,1,2
second,Volt,Volt
-10.0400E-03,,
-10.0300E-03,-666.9221E-03,+79.9246E-03
-10.0200E-03,-655.6156E-03,+75.9045E-03
-10.0100E-03,-666.9221E-03,+86.4573E-03
-10.0000E-03,-675.7161E-03,+90.4774E-03
-9.9900E-03,-695.8166E-03,+96.0050E-03
-9.9800E-03,-695.8166E-03,+99.5226E-03
-9.9700E-03,-675.7161E-03,+99.5226E-03
-9.9600E-03,-656.8719E-03,+107.5628E-03
-9.9500E-03,-646.8216E-03,+99.5226E-03
-9.9400E-03,-655.6156E-03,+107.5628E-03
-9.9300E-03,-635.5151E-03,+115.6030E-03
-9.9200E-03,-655.6156E-03,+115.6030E-03
-9.9100E-03,-675.7161E-03,+123.6432E-03
-9.9000E-03,-693.3040E-03,+115.6030E-03
-9.8900E-03,-707.1231E-03,+118.6181E-03
-9.8800E-03,-695.8166E-03,+124.1457E-03
-9.8700E-03,-695.8166E-03,+134.6985E-03
-9.8600E-03,-675.7161E-03,+124.1457E-03
-9.8500E-03,-655.6156E-03,+134.6985E-03
-9.8400E-03,-653.1030E-03,+139.7236E-03
-9.8300E-03,-635.5151E-03,+142.7387E-03
-9.8200E-03,-656.8719E-03,+146.7588E-03
-9.8100E-03,-655.6156E-03,+147.7638E-03
-9.8000E-03,-675.7161E-03,+154.7990E-03
-9.7900E-03,-675.7161E-03,+152.2864E-03
-9.7800E-03,-673.2035E-03,+155.8040E-03
-9.7700E-03,-663.1533E-03,+163.8442E-03
-9.7600E-03,-673.2035E-03,+171.8844E-03
-9.7500E-03,-646.8216E-03,+166.8593E-03
-9.7400E-03,-653.1030E-03,+170.8794E-03
-9.7300E-03,-646.8216E-03,+170.3769E-03
-9.7200E-03,-655.6156E-03,+171.8844E-03
-9.7100E-03,-643.0528E-03,+179.9246E-03
-9.7000E-03,-635.5151E-03,+179.9246E-03
-9.6900E-03,-646.8216E-03,+187.9648E-03
-9.6800E-03,-636.7713E-03,+195.0000E-03
-9.6700E-03,-622.9523E-03,+194.4975E-03
-9.6600E-03,-635.5151E-03,+196.0050E-03
-9.6500E-03,-635.5151E-03,+192.4874E-03
-9.6400E-03,-635.5151E-03,+195.0000E-03
-9.6300E-03,-615.4146E-03,+204.0452E-03
-9.6200E-03,-633.0025E-03,+197.0100E-03
-9.6100E-03,-635.5151E-03,+204.0452E-03
-9.6000E-03,-615.4146E-03,+212.0854E-03
-9.5900E-03,-615.4146E-03,+216.6080E-03
-9.5800E-03,-616.6708E-03,+212.0854E-03
