x-axis,1,2
second,Volt,Volt
-25.04000E-03,-123.99496E-03,+420.62814E-03
-25.01500E-03,-123.99496E-03,+417.11055E-03
-24.99000E-03,+2.92876888E+00,-591.43215E-03
-24.96500E-03,+13.44384434E+00,-575.85427E-03
-24.94000E-03,+13.54434685E+00,-583.89447E-03
-24.91500E-03,+13.64484937E+00,-579.87437E-03
-24.89000E-03,+13.54434685E+00,-583.39195E-03
-24.86500E-03,+13.34334183E+00,-579.37185E-03
-24.84000E-03,+13.54434685E+00,-575.85427E-03
-24.81500E-03,+7.66494982E+00,-587.91457E-03
-24.79000E-03,-1.93304020E+00,-583.89447E-03
-24.76500E-03,-10.48831665E+00,-587.41205E-03
-24.74000E-03,-9.93555283E+00,-599.97487E-03
-24.71500E-03,-1.66922110E+00,-583.89447E-03
-24.69000E-03,+8.53178400E+00,-583.39195E-03
-24.66500E-03,+10.99409558E+00,-575.85427E-03
-24.64000E-03,+2.02424626E+00,-575.85427E-03
-24.61500E-03,-6.58128144E+00,-587.41205E-03
-24.59000E-03,-10.57625635E+00,-591.93467E-03
-24.56500E-03,-3.62902011E+00,-579.37185E-03
-24.54000E-03,+6.50917092E+00,-575.85427E-03
-24.51500E-03,+10.29057798E+00,-571.83416E-03
-24.49000E-03,+1.48404525E+00,-575.85427E-03
-24.46500E-03,-6.17927139E+00,-579.37185E-03
-24.44000E-03,-9.34510056E+00,-583.89447E-03
-24.41500E-03,-2.29736181E+00,-575.85427E-03
-24.39000E-03,+7.12474881E+00,-567.81406E-03
-24.36500E-03,+7.97902018E+00,-571.83416E-03
-24.34000E-03,-739.57286E-03,-567.81406E-03
-24.31500E-03,-7.86268849E+00,-571.83416E-03
-24.29000E-03,-6.95816587E+00,-575.35175E-03
-24.26500E-03,+1.52173369E+00,-563.29145E-03
-24.24000E-03,+8.72022621E+00,-559.77386E-03
-24.21500E-03,+3.56947240E+00,-559.77386E-03
-24.19000E-03,-3.56620604E+00,-567.81406E-03
-24.16500E-03,-7.64912065E+00,-563.79396E-03
-24.14000E-03,-2.49836684E+00,-559.77386E-03
-24.11500E-03,+6.01922117E+00,-555.25125E-03
-24.09000E-03,+5.88103021E+00,-551.73366E-03
-24.06500E-03,-2.04610553E+00,-555.75376E-03
-24.04000E-03,-6.75716084E+00,-567.31155E-03
-24.01500E-03,-4.29484927E+00,-555.75376E-03
-23.99000E-03,+3.92123120E+00,-551.73366E-03
-23.96500E-03,+6.08203524E+00,-551.73366E-03
-23.94000E-03,-739.57286E-03,-544.19597E-03
